name,address,category,monthly_price,notes,lat,lng
Club Pilates,"17760 MN-7, Minnetonka, MN 55345",Trainer,250,from 199-299 no clear data,44.93418888889545, -93.51349835892773
Club Pilates,"574 Prairie Center Dr Ste 155, Eden Prairie, MN 55344",Trainer,250,from 199-299 no clear data,44.866096099481155, -93.43384748059718
Club Pilates,"1667 17th Ave E #106, Shakopee, MN 55379",Trainer,250,from 199-299 no clear data,44.794749086948514, -93.50341546431193
Club Pilates,"14010 State Hwy 13, Savage, MN 55378",Trainer,250,from 199-299 no clear data,44.766480629092996, -93.38393914681608
Club Pilates,"16106 Pilot Knob Rd #130, Lakeville, MN 55044",Trainer,250,from 199-299 no clear data,44.73136949537156, -93.17382562294411
Club Pilates,"3450 Pilot Knob Rd #106, Eagan, MN 55122",Trainer,250,from 199-299 no clear data,44.84577625859795, -93.165446153988
Club Pilates,"757 Cleveland Ave S, St Paul, MN 55116",Trainer,250,from 199-299 no clear data,44.93313997213865, -93.18912884163106
Club Pilates,"1815 Radio Dr G, Woodbury, MN 55125",Trainer,250,from 199-299 no clear data,44.93313997240843, -92.92943592078416
Club Pilates,"4713 Hwy 61 N, White Bear Lake, MN 55110",Trainer,250,from 199-299 no clear data,45.096455039305575, -93.00848642984991
Club Pilates,"3845 Lexington Ave N Ste 111, Arden Hills, MN 55126",Trainer,250,from 199-299 no clear data,45.074975312653564, -93.14726127261714
